rijschool,plaats,aantal_examens,slagingspercentage_eerste_examens,slagingspercentage_alle_examens,weighted_rate_first70_all30,weighted_volume_adjusted_score,rank_first_weighted,research_status,sample_n,pass_rate_basis,pass_rate_ci_low,pass_rate_ci_high,ci_width,years_in_business,maturity_flag,low_volume,reliability_adjusted_score,english_instruction,english_confidence,english_evidence,english_source,transmission,transmission_source,founding_year,founding_year_basis,founding_confidence,website,phone,address,postcode,kvk_number,cbr_rijschoolnummer,google_rating,review_count,price_signal,waitlist_signal,notes,meets_min_sample,availability,locality,review_trust,review_substance,sentiment_index,sentiment_label,sentiment_source,sentiment_confidence,review_summary,review_themes_pos,review_themes_neg,review_red_flags,english_in_reviews,review_verified,reviews_read,review_modifier,decision_score
Rijschool Story,ROSMALEN,10,71,70,70.7,40.3,51,ok,10,first_exam,40.6,89.8,49.2,,unknown,yes,40.6,likely,low,"Instructrice Timara Cirk: 'In Amerika geboren en als kind naar Nederland verhuisd' (born in America, moved to NL as a child) - implies native English ability, but the site never explicitly offers lessons in English.",https://rijschoolstory.nl,manual,https://rijschoolstory.nl,,unknown,low,https://rijschoolstory.nl,06-12121219,Vliertjeshoeven 4,5244 GT,95614095,,,,"€575 for 10x1hr (€57.50/uur); Plus €750 (10x1.5hr, €50/uur); Premium €1100 (15x1.5hr, €48.89/uur)",,"Very small, brand-new one-woman school (sole instructrice Timara Cirk), exclusive to Rosmalen and 's-Hertogenbosch, 'altijd dezelfde instructrice, kwaliteit boven kwantiteit'. Lessons in a manual BMW 116i Executive only (whole site emphasises 'een handbak'/handgeschakeld; no automaat option). Strong signals the school is very new (KvK 95614095 is a 2024/2025-range number; instructrice decided in 2023 to become an instructor; website copyright SYNVENT 2025), but no explicit founding year ('sinds YYYY') found, so founding_year left null. No external profile found on clickdrive.nl, klantenvertellen.nl or Google reviews; only 9 short first-name Dutch testimonials on own site (not a verifiable rating). English instruction inferred only from the American-born instructor; the entire site and all testimonials are in Dutch and no English lessons are explicitly advertised. CBR rijschoolnummer not shown on iTheorie listing (field blank). Only 10 CBR exams in last 12 months, consistent with a tiny new operation.",no,unknown,in_city,insufficient,thin,92,very_positive,openai,high,"No independent or verified reviews exist for Rijschool Story on any third-party platform (klantenvertellen, Clickdrive, Trustoo, Trustpilot, Facebook). The only review text available is a curated block of short, anonymous testimonials on the school's own marketing website, praising instructor Timara for patience, a relaxed atmosphere, and passing on the first attempt.",vriendelijke en fijne lessen; goede en duidelijke begeleiding; prettige sfeer in de auto; meer zelfvertrouwen tijdens het rijden; snel leren en in één keer slagen; sterke aanbeveling van de instructrice,,"No presence on any independent or verified review platform (klantenvertellen, Clickdrive, Trustoo, Trustpilot, Facebook) found across 6 searches; Only review text is the self-published testimonial block on the school's own marketing website; Testimonials are short one-liners attributed to first names only, with no dates, instructor specifics, or verification; Very new, single-instructor school (instructor Timara Cirk started in 2023), so a thin independent review footprint is expected; Self-published testimonials cannot be cross-checked and may be cherry-picked or solicited",unclear,no,9,1.0,42.0
Autorijschool Kentie,'S-HERTOGENBOSCH,10,43,60,48.1,22.3,89,ok,10,first_exam,18.8,71.1,52.3,13,established,yes,18.8,unknown,low,,,unknown,,2013,kvk,high,https://www.autorijschoolkentie.nl,06 26 86 46 40,Dahliavallei 12,5237 LP,58528903,4555K9,,,,,"One-person Eenmanszaak (KvK 58528903, registered 01-08-2013; owner appears to be Monique Kentie per CBR contact email monique.kentie@ziggo.nl). Official site (autorijschoolkentie.nl) is Dutch-only with no English/'Engelse rijles' page, so no English evidence either way (not classifiable as Dutch-only either). Single lesson car described only as a 'goed onderhouden Audi A1' / 'A1' with NO automaat-vs-schakel statement anywhere, so transmission is genuinely undetermined. clickdrive.nl structured data lists only license category Car B; an A,B,E listing on rijlesindebuurt.nl appears generic/unreliable. Registered/official address is Dahliavallei 12, 5237 LP Den Bosch; some aggregators (vindjerijschool, rijschoolbijmij, cbr listing) instead show Maasboulevard 287, 5237WT (likely the CBR exam-route/listing address). An older listing showed phone 06 12 38 80 60; current site phone is 06 26 86 46 40 (WhatsApp +31626864640). Very low CBR exam volume (CBR: 7 first exams over last 4 quarters, ~43-60% pass), no Google/Trustpilot/klantenvertellen reviews found (0 reviews on all aggregators). No published price/package figures for Kentie were found; pricing seen in search results belongs to other Den Bosch schools (Start Driving, Scoobz, etc.) and was NOT attributed here. Founding year 2013 is well-supported (KvK registration date plus website footer 'Copyright (c) 2013').",no,unknown,in_city,insufficient,none,50,mixed,agent,,"No readable customer review text could be found for Autorijschool Kentie on any platform; multiple aggregators (clickdrive, rijscholen-gids, rijscholenvergelijken, educar) explicitly show 0 reviews, and no Google/Trustpilot/klantenvertellen review bodies exist. It is a very small one-person school with low exam volume, so there is no review corpus to judge sentiment or authenticity.",,,"No customer reviews found on any platform (klantenvertellen, Trustpilot, Trustoo, Facebook, Google aggregators); Multiple review aggregators explicitly report 0 reviews / 'nog geen beoordelingen' (clickdrive.nl, rijscholen-gids.nl, rijscholenvergelijken.nl, educarplatform.nl); Very small one-person school with very low exam volume (only ~7 first practical exams Mar 2025-Mar 2026), so almost no customer base to generate reviews; Reviews that surface in search for 'Kentie ... klantenvertellen' actually belong to a different school (Autorijschool Time2drive) and must not be attributed to Kentie; School's own website contains no testimonials, only package/lesson descriptions",unclear,no,0,1.0,25.7
Autorijschool Zainab,'S-HERTOGENBOSCH,10,40,40,40,16.82,104,ok,10,first_exam,16.8,68.7,51.9,1,new,yes,16.8,yes,high,"Website lists 'Engelse rijlessen' and 'We bieden rijlessen aan in het Nederlands, Engels, Russisch, Turks en Perzisch'; priced 'Rijles in het Engels EUR 70,-'. Multiple English-language Google reviews describe lessons taken with instructor Amir.",https://autorijschoolamir.nl/tarieven,both,https://autorijschoolamir.nl/tarieven,2025,kvk,high,https://autorijschoolamir.nl,06 20896343,Koedijkstraat 31,5212SB,96318481,1417X7,4.8,76,"B manual EUR 65/uur (temp EUR 67.50), B automaat EUR 65/uur, 10-lessenpakket EUR 625, 30-lessen compleet EUR 2350-2450, English lesson EUR 70/uur (per autorijschoolamir.nl/tarieven)",,"Entity disambiguation: 'Autorijschool Zainab' is a sole proprietorship (eenmanszaak, KvK 96318481, vestiging 000061652687), CBR rijschoolnummer 1417X7, registered/active since 2025 (CBR Open Data via rijloket.nl: 'Actief sinds 2025'); very small volume (CBR: 5 first exams total, 2 in 2025 dataset, ~40% pass rate). The authoritative CBR-data page (rijloket.nl) lists its website as autorijschoolamir.nl and all its Google reviews are about instructor Amir, indicating Zainab shares the brand, website, and instructor of the established 'Autorijschool Amir' (a separate older VOF at Burchtenlaan 2, KvK separate, ~19 jaar ervaring, 73-74% slagingspercentage, tel 073-6111535). English/transmission/price evidence taken from the linked autorijschoolamir.nl. Email: zainab.autorijschool@outlook.com. Offers car (B manual + automaat), motorcycle (A) and E-achter-B trailer; lessons in NL/EN/RU/TR/Farsi. Note clickdrive lists a different phone (+31 6 84250941) and a lower 3.7/5 aggregate from only 3 reviews; rijloket's 4.8 (76) is the larger Google Maps aggregate.",no,unknown,in_city,insufficient,none,60,positive,agent,,"No genuine, readable customer review text could be found for Autorijschool Zainab on any platform. It is a brand-new (April 2025) single-instructor, female-focused driving school in 's-Hertogenbosch with only a tiny aggregate footprint (clickdrive: 3 Google reviews at 3.7/5; rijloket: 4.8 at a shared address) and no verified independent reviews; authenticity and sentiment cannot be reliably judged from the available evidence.",,,"No readable individual review text found on any platform (klantenvertellen, Google/clickdrive, Trustpilot, Facebook).; No klantenvertellen.nl (independent verified) page exists for this school.; Clickdrive shows only an aggregate of 3 Google reviews (3.7/5) with no review bodies rendered.; Rijloket lists 4.8 (76 reviews) but at a shared training address (Koedijkstraat 31, also used by Les2Pass and other schools), so the count is not reliably attributable and no review bodies are shown.; Brand-new school: founded ~April 2025 (1-year jubilee April 2026), KvK 96318481, single operator, female-only lessons.; Very small CBR sample: only 5 first practical exams, 40% pass rate (below the 54% Den Bosch location average).; Metadata mismatch: the provided website autorijschoolamir.nl belongs to a different, larger school (Autorijschool Amir, 4.8/5, 47 reviews, 19 yrs) — not Zainab.; Facebook page contains only promotional/marketing posts plus two congratulatory comments ('Leuk! Heel veel succes, Zainab!', 'Heel tof!!'), which are not customer reviews of lessons.",unclear,no,0,1.0,15.0
Autorijschool John Van Zuijdam,HEDEL,8,86,75,82.7,48.08,33,ok,8,first_exam,51.4,97.3,45.9,47,established,yes,51.4,no,med,Aggregator lists 'Taal: Nederlands' (language: Dutch) as the only instruction language; one-person Eenmanszaak with a Dutch-only website and no English page or mention anywhere.,https://www.autorijschooltarieven.nl/rijschool/autors-john-van-zuijdam,manual,https://www.lessnel.nl/rijschool/autorijschool-john-van-zuijdam/voertuig/auto,1979,website,high,https://www.zuijdam.nl/zuijdam,06-54655898,Karperlaan 6,5321XB,11015070,8043G1,,2,€60/uur (per 1 nov 2025); €85 per blok van 90 minuten,,"Trades as 'Verkeersschool John van Zuijdam'. Eenmanszaak, 1 employee (single instructor). Conflicting founding signals: own website and clickdrive/educar state 'sinds 1979' (used here), but KvK registration date is 11-06-1981 (rijscholen-gids); lessnel says '45 jaar actief' (~1981). Offers car (B) and motorcycle (motor) lessons incl. theory. lessnel explicitly 'Automaat: Nee' and lessons given in a Mercedes A-klasse (manual) -> transmission classified manual; no automatic option found. CBR exam location: Den Bosch. Slagingspercentage reported 71-85% across aggregators (own site claims >85%, 100% in 2020/2021). No English instruction evidence; Dutch-only aggregator language field. Alt phone (073) 689 26 67. Email john.zuijdam@upcmail.nl.",no,unknown,nearby,weak,thin,68,positive,openai,medium,"Only a handful of reviews exist (4 Google reviews averaging 2.0/5, plus 2 generic 5-star one-liners on an aggregator). The one positive Google review praises a friendly instructor with good humour and steady learning progress, but the majority are 1-star and complain that the instructor gets irritated at small mistakes, cares more about his car than the pupil, and one even flags a safety issue (driving without lights).",fijne rijlessen; aardige instructeur; leuke humor; goede uitleg; veel geleerd; goede voorbereiding op examen; nuttige tips; snel geslaagd,snel geïrriteerd bij fouten; lessen niet leuk; te lang door laten lessen; meer aandacht voor auto dan leerling; verkeerde verlichting/onzorgvuldigheid,"Very low review volume: only 4 Google reviews and 2 aggregator reviews, too few to judge confidently; Google average is only 2.0/5 with 3 of 4 ratings at 1 star; One 1-star Google review is rating-only with no text; The two 5-star reviews on rijschoolspecialist.nl are generic one-liners with typos that read like solicited/padded reviews and conflict with the negative Google picture; No independent verified reviews (no klantenvertellen presence found); Marketing copy on aggregators ('85%+ pass rate', 'focus on safety') is contradicted by a review flagging driving without lights",no,no,6,1.014,59.5
Rijschool Eigen-Wijs,VLIJMEN,8,40,63,46.9,19.46,97,ok,8,first_exam,15.2,71.3,56.1,2,new,yes,15.2,likely,med,"English-language Google review by Leonid Kyselov: ""I had a great experience learning to drive with Danny at Rijschool Eigen-Wijs. He is not only a calm and patient instructor... If you're looking for a driving school with a personal approach, great communication, and professional attitude — I highly recommend Eigen-Wijs."" Describes lessons taken in English, but only one such review and no explicit English-instruction claim on the school's own site.",https://rijloket.nl/rijscholen/vlijmen/rijschool-eigen-wijs-vlijmen,unknown,,2024,website,high,https://rijschooleigen-wijs.nl,06 20307101,Irenelaan 12,5251JP,93207913,6003R7,5.0,5,"Losse rijles (60 min) €61,50; Pakket S 20u €1230; 40u + CBR-examen + theorieboek €2580",,"Kleinschalige eenmanszaak met één instructeur (Danny), ex-vrachtwagenchauffeur sinds 2008, startte instructeursopleiding in 2023. Officiele site: 'Wij zijn per 1 mei 2024 gevestigd in Vlijmen' (founding 1 May 2024); rijloket bevestigt 'Actief sinds 2024'. Alleen categorie B; lesauto is een Volkswagen T-Cross (geen expliciete automaat/schakel vermelding, daarom transmission unknown). Gecertificeerd voor faalangst sinds 21-4-2025. Lage examenvolumes (5 CBR-examens/jaar), 40% slaagt 1e keer / 100% herexamen (kleine steekproef). NB: 'Rijschool EigenWijs op weg' in Almere is een ANDERE rijschool (andere ondernemer Annemarie Spijksma) en niet deze school. KvK 93207913, vestigingsnummer 000058768742, eenmanszaak.",no,unknown,nearby,moderate,substantive,96,very_positive,openai,high,"The handful of genuine Google reviews are uniformly glowing and substantive: students praise instructor Danny Hogedoorn as calm, patient and clear, highlight his strong handling of exam nerves and ADHD, his ex-truck-driver passion for driving, structured lessons and fair pricing, with several passing first time (one after a single resit). At least one review is written in English, indicating expat-friendly / English-language lessons, but the total review base is very small and single-platform, so confidence is moderate rather than strong.",calm and patient instructor; clear explanations and structured lessons; personal and professional approach; good communication; supportive and encouraging; builds confidence; practical examples; good value for price; takes time for students; helped students pass exam,,"Only ~4-5 reviews total, all on a single platform (Google); no independent verified platform (klantenvertellen/Trustpilot) exists for this school; One review (lars van Bommel) had no readable body text; Small/new school with a thin review base, so the 5-star average rests on very few data points; All reviews are 5-star with no critical or mixed feedback present to balance the picture",yes,no,5,1.083,15.6
Pass2Drive,'S-HERTOGENBOSCH,8,25,38,28.9,9.03,114,ok,8,first_exam,7.1,59.1,52.0,2,new,yes,7.1,yes,high,Lessen ook beschikbaar in het Engels en het Arabisch (lessons also available in English and Arabic),https://pass2drive.nl/over-ons,manual,https://pass2drive.nl/leergang/,2024,website,med,https://pass2drive.nl,0624252591,Kruiskampsingel 140,5224KR,90916069,1651K0,,,€55/uur (losse les; normaal €62); Pakket A 10 lessen €550,Geen wachttijd! Direct beginnen! Vanaf morgen al starten (explicitly no waiting time),"Kleinschalige rijschool met één vaste vrouwelijke instructeur (""instructrice""). Lessen ook in het Arabisch beschikbaar. CBR-data (apr 2024-mrt 2025) toont slechts 4 eerste examens, slagingspercentage laag (25% eerste examens). Transmissie afgeleid uit leergang Module 1 die schakelen/(ont)koppelen beschrijft; geen vermelding van automaat op de site, dus geclassificeerd als manual. Oprichting 2024 afgeleid uit KvK-nummer 90916069 (909-reeks toegekend begin 2024), website-assets gedateerd 2024/01, en CBR-examendata startend apr 2024.",no,open,in_city,insufficient,thin,87,positive,openai,medium,"Only two genuine Google Maps reviews exist for Pass2Drive Den Bosch, both positive: one substantive review praises an experienced female instructor who built the student's confidence to a first-time pass in a pleasant atmosphere, the other is a brief 'great driving school, recommended' one-liner. The corpus is far too small to judge authenticity, and no independent verified-review platform covers this very new (since 2024), small school.",ervaren rijinstructrice; veel geleerd; zelfvertrouwen opgebouwd; gezellige lessen; in één keer geslaagd; fijne rijschool,,"Only 2 readable review texts found for the Dutch Pass2Drive (Den Bosch); far too few to judge authenticity reliably; No independent verified-review presence (no klantenvertellen, no Trustpilot); only Google Maps reviews; Very new/small school (active since 2024, ~6-8 CBR exams, 16.7-38% pass rate) so corpus is naturally tiny; pass2drive.co.uk is an UNRELATED UK driving school (instructor 'Basir', UK test references) whose 5-star reviews must NOT be attributed to this Dutch school - excluded; Most search hits returned reviews for OTHER Den Bosch schools (Time2Drive/Peter, Les2Pass, SPEED/Roy), not Pass2Drive",unclear,no,2,1.0,7.5
Flex Rijschool,'S-HERTOGENBOSCH,6,0,50,15,2.5,119,ok,6,first_exam,0.0,39.0,39.0,1,new,yes,0.0,unknown,low,,,both,https://rijschoolflexdordrecht.nl/autorijles,2025,kvk,high,https://rijschoolflexdordrecht.nl,06 26080160,Commissaris De Quaylaan 31,5224CR,,2066N0,3.3,14,Proefles €75; 10 autorijlessen €855; 20 lessen €1.455; 30 lessen €2.045; rijbewijsgarantie automaat €2.700 / schakel €2.950,,"Entity disambiguation: the row-109 school is the 's-Hertogenbosch CBR registration 'Flex Rijschool' (CBR-code 2066N0, Commissaris De Quaylaan 31, 5224CR), shown by rijloket.nl as 'Actief sinds 2025 (1 jaar)' with category B only. It is operated by the same person (instructor 'Prim', phone 06 26080160) who runs 'Rijschool Flex Dordrecht' (website rijschoolflexdordrecht.nl, office Schuilenburg 3 Dordrecht), which offers auto/motor/scooter and advertises '2000+ geslaagden'. A SEPARATE, older CBR registration also called 'Rijschool Flex' exists in Dordrecht (rijschoolnummer 1536N8, KvK 23082577, phone 078-6175784, marked 'Personenauto met Automaat' on cbr.nl) -- do NOT conflate its KvK/rijschoolnummer with row 109. Founding_year 2025 reflects the active-since date of the 's-Hertogenbosch registration (2066N0); the operator's Dordrecht arm is older, so 2025 is the founding of THIS registration, not the brand. KvK number for the 2066N0 entity not found. Transmission 'both' is taken from the operator website's car packages (automaat + schakel guarantee packages). No English-instruction signal found on website or aggregators (english=unknown). Very low CBR volume (rijloket: 0% / 1 exam; debesterijscholen.nl: 0/1; brief gave 6 exams) and below-average local benchmarks -- thin track record for the Den Bosch registration.",no,unknown,in_city,weak,mixed,58,mixed,openai,high,"The school's own website claims 4.8/5 and shows only glowing testimonials, but the independent Google profile of the matching CBR-registered Rijschool Flex (Schuilenburg 3, Dordrecht, instructor Prim) sits at just 2.9/5 from 8 reviews, with several 1-star reviews alleging a scam and dangerous instruction (driving through red lights with a learner). Positive reviews are mostly short, generic one-liners and at least one website testimonial is recycled from an older Google review.",goede begeleiding; duidelijke instructies; goeie tips; hoge kwaliteit; geslaagd voor examens; fijne lessen voor motor en auto,scam; geld kwijt raken; levensgevaarlijk rijgedrag; regels worden genegeerd; door rood rijden met leerling,"Plaats in source data is 's-Hertogenbosch but the assigned website and the actual CBR-registered school are in Dordrecht (location mismatch).; Website claims 4.8/5 and shows only positive testimonials while the independent Google profile is 2.9/5 from 8 reviews.; Two specific, serious 1-star complaints: 'Scam' and 'levensgevaarlijk' (drove through red lights multiple times with a learner).; Three of the eight Google reviews are bare 1-star ratings with no text.; At least one website testimonial ('Antony' = 'De Heer Prim...') is recycled verbatim from a years-old 4-star Google review by 'Prewien George'.; Do not confuse with 'Rijschool Flexdrive' (instructor Sumit, 4.9/5) which is a separate school in Dordrecht.",no,no,11,1.006,0.8
Rijschool Pip,ROSMALEN,5,75,80,76.5,34.76,65,ok,5,first_exam,33.6,94.7,61.1,2,new,yes,33.6,yes,high,"Je hebt altijd dezelfde rijinstructrice, die Nederlands of Engels spreekt. (instructor speaks Dutch or English) plus an English-language learner review: 'Thank you for time and knowledge which you shared with me. It was a pleasure to be your student.'",https://rijschoolpip.nl,manual,https://rijschoolpip.nl,2024,kvk,med,https://rijschoolpip.nl,0612277311,Pastoor de Leijerstraat 2,5246JC,,1107U6,,,"Proefles €64 (1,5u); Lespakket MINI €1.815 (20 lesuren ~€90/uur); BASIS €2.727 (35 lesuren); MAXI €3.635",Currently NOT accepting new students: 'Door de grote hoeveelheid aanmeldingen neem ik momenteel tijdelijk geen nieuwe leerlingen aan.' Will update website when spots reopen.,"One-person driving school (eenmansrijschool / eenmanszaak). Sole female instructor/owner: Linda Kleiterp. RIS-certified (Rijopleiding in Stappen method). Category B only. Specializes in calm/structured lessons, autism and ADHD support, and faalangst-friendly approach. Lesson car: Skoda Scala (manual/schakel). Active in Rosmalen, 's-Hertogenbosch/Den Bosch, Berlicum, Vught, Empel, Nuland. Founding: rijloket aggregator (CBR Open Data) shows 'Actief sinds 2024'; owner began teaching in 2020 at larger schools before going independent under her own name. CBR slagingspercentage B 100% (only 2 exams in 2025). No Google rating/review count or KvK number surfaced. Exam location: Den Bosch (Hambakenwetering 13A).",no,closed,in_city,insufficient,thin,88,very_positive,openai,medium,"The only review text available anywhere is four short, anonymous testimonials curated on Rijschool Pip's own website; they praise instructor Linda for calm, structured, supportive lessons that helped students pass first time, and one is written in English by an apparent expat student. No independent, verifiable reviews (klantenvertellen, Google, Trustpilot, Trustoo, clickdrive) could be found for this brand-new (2024) one-person school.",kundige en betrokken instructeurs; veel tips en tricks; actief leren autorijden; weinig onnodig ingrijpen; leerzame lessen; in één keer geslaagd,,"Only review text is self-published on the school's own website; All testimonials are anonymous (signed 'Anoniem'); No independent/verified review platform carries this school (no klantenvertellen, Google, Trustpilot, Trustoo, or clickdrive page found); Brand-new school active since 2024 with only ~4 CBR first exams; sample far too small to judge; Testimonials are short, generic and self-curated (cannot rule out cherry-picking)",yes,no,4,1.0,30.1
Toon Lambooij,DEN DUNGEN,5,50,60,53,18.77,102,ok,5,first_exam,17.0,83.0,66.0,3,establishing,yes,17.0,unknown,low,,,unknown,,2023,kvk,high,,06 41 32 91 31,Pastorijakker 49,5275CK,895372110000,9114G7,5.0,1,"~€60/uur (auto-generated estimate, educarplatform)",,"No own website found; contact via phone and email toonlambooij@hotmail.com. Eenmanszaak, 1 employee, SBI 8553 (auto-/motorrijscholen); only category B (personenauto). Examenlocatie CBR Den Bosch. KvK 895372110000 registered/active since 13-03-2023 (rijschool-tips.nl bedrijfsgegevens; educarplatform 'opgericht 3 jaar geleden'). ENTITY NOTE: same address (Pastorijakker 49) also hosts an older registration 'A.J.C.M. Lambooij' KvK 56400047 founded 05-11-2012 (rijscholen-gids.nl, itheorie.nl) - treated as a separate/older entity; the CBR-active rijschool is the 2023 'Toon Lambooij' registration. TRANSMISSION/CAR text on clickdrive/educar/rijschoolspecialist ('handgeschakelde Mini Countryman / Volvo XC60 hybride') is boilerplate copied verbatim from 'Rijschool Andre Severs' in Doetinchem - NOT reliable for this school, so transmission left unknown. LANGUAGE: autorijschooltarieven.nl lists 'Taal: Nederlands' (weak aggregator default, not decision-grade); no positive English evidence found, so english_instruction left unknown. Google rating 5.0 with 1 review per clickdrive (rijschoolspecialist shows 0 reviews). Phone consistent as 06 41 32 91 31 across most sources; clickdrive shows variant 06 14904085 (likely error). CBR exams last 12 months: 5 (aggregators show 3 over 4 quarters, 100% pass).",no,unknown,nearby,insufficient,none,55,positive,agent,,"No substantive customer review text could be found for Toon Lambooij on any platform. The only signal is a single Google star rating (5.0/5, 1 review) surfaced via clickdrive.nl, with no readable body text; klantenvertellen, Trustpilot and Facebook have no presence, and the other aggregators (rijschoolspecialist, rijscholen-gids, autorijschooltarieven) explicitly show zero reviews. This is a very new one-person school (active since March 2023) with only ~3-5 CBR exams, so there is no corpus to judge authenticity or sentiment from.",,,"No readable review text found on any platform; klantenvertellen.nl: no presence / no verified reviews found; Google profile shows only a single review (5.0/5, 1 review via clickdrive.nl) with no extractable body text; rijschoolspecialist.nl, rijscholen-gids.nl and autorijschooltarieven.nl all show 0 reviews; Very new, single-person school (KvK active since 13 March 2023) with only ~3-5 total CBR exams; near-zero online footprint; Some aggregator 'Over' descriptions are boilerplate copied from another school (Rijschool Andre Severs in Doetinchem), not authentic to Toon Lambooij",unclear,no,0,1.0,16.7
Autorijschool Joyce,'S-HERTOGENBOSCH,5,25,40,29.5,7.05,116,ok,5,first_exam,5.3,66.4,61.1,14,established,yes,5.3,unknown,low,,,automatic,https://www.cbr.nl/nl/service/nl/rijscholen/autorijschool-joyce,2012,kvk,high,https://www.autorijschooljoyce.nl,073 689 5053,Schout van Brechtstraat 49,5237SP,54589150,8044G3,,,,,"Eenmanszaak run by Joyce; specialises in automaat (automatic) lessons only (confirmed by CBR.nl 'Personenauto met Automaat') and in faalangst/exam-anxiety plus ADHD/autism guidance (own site theme 'autorijden zonder angst', adhd-autisme-rij-angst page). KvK 54589150 registered 2012 (Eenmanszaak, vestigingsnummer 000024338494), aligning with rijloket's 'Sinds 2012'. CONFLICT: clickdrive.nl claims 'meer dan 30 jaar ervaring' and 'Joyce van Neerbos' with ADHD/autism focus -- this reads as AI-generated aggregator filler and contradicts the 2012 KvK registration; treated as unreliable. Very small school: ~5 CBR exams/year, ~40-50% pass rate. NO evidence of English-language instruction found; the English-language reviews surfaced on rijloket.nl (Naff Hoyle, Dominykas Cygas re: INSEEN, motorbike school) clearly belong to OTHER schools and are aggregator cross-contamination, so they were disregarded. rijloket shows '5.0 (190 reviews)' but this conflicts with rijschoolspecialist (0 reviews) and the tiny exam volume, so rating/review_count left null as likely contaminated aggregate. No price/tariff signal published on site or aggregators (site only lists phone/email and a free proefles via vindjerijschool). Second phone: 06-51545574. Email: joyce@autorijschooljoyce.nl. Note: do not confuse with drivebyjoyce.nl, a separate unrelated school.",no,unknown,in_city,insufficient,none,60,positive,agent,,"No authentic, attributable customer reviews could be located for Autorijschool Joyce (Den Bosch). All credible review aggregators show zero reviews; the single source claiming a 5.0/190-review rating (rijloket.nl) is showing review text from a different school (Rijschool Inseen), and other 'Joyce' praise online belongs to the unrelated Rijschool Gooijer. The school is a very small, one-instructor operation (Joyce van Neerbos) specializing in automatic-transmission lessons and learners with faalangst, autism/ADHD and dyslexia, but its reputation cannot be judged from review content.",,,"No genuine, attributable review text found for this specific school on any credible platform (klantenvertellen.nl, clickdrive.nl, rijschoolspecialist.nl, CBR.nl all show 0 reviews).; rijloket.nl displays '5.0 (190 reviews)' but the review bodies shown are cross-contaminated from a DIFFERENT school (Rijschool Inseen - reviewer explicitly writes 'Thank you, Inseen team'); the 190-count and text are not attributable to Autorijschool Joyce.; autorijschoolgooijer.nl reviews praising an instructor named 'Joyce' belong to Rijschool Gooijer (a different business), not Autorijschool Joyce in Den Bosch.; Very small school: only ~5 CBR exams in the last 4 quarters (single instructor Joyce van Neerbos), so a thin review footprint is expected.; CBR first-time pass rate is low (25%, 4 exams) though overall 40% - too few data points to be meaningful.",unclear,no,0,1.0,15.0
Autorijschool Westelaken t.h.o.d.n. DriveYou,VLIJMEN,5,25,40,29.5,7.05,117,ok,5,first_exam,5.3,66.4,61.1,,unknown,yes,5.3,unknown,low,,,manual,https://trustoo.nl/noord-brabant/den-bosch/rijschool/autorijschool-westelaken-thodn-driveyou,,unknown,low,https://www.driveyou.nl/rijschool/vlijmen,085-1303279,5251BL Vlijmen,5251BL,,,,,20-lesson package €1409 (DriveYOU Vlijmen),"No waiting list: 'Direct beschikbaar, geen wachtlijst' (Trustoo) and 'Geen wachttijden in Vlijmen' (DriveYOU site)","Franchisee of the national DriveYOU B.V. brand, operated by instructor Christian Westelaken in the Vlijmen / Den Bosch region; trades under DriveYOU (driveyou.nl, shared franchise site). Registered town VLIJMEN, vestigingsnummer 000063616610, postcode 5251BL. Phone 085-1303279 is the DriveYOU central number (HQ Penningweg 29, Etten-Leur). Transmission: Trustoo profile for this exact entity lists 'Autorijbewijs (B) Handgeschakeld' (manual) only; no automaat offered on this profile. English instruction: no evidence found on this franchisee's pages (Dutch-only marketing) nor in reviews, so 'unknown'. Founding year unreliable: Trustoo shows '13 jaar in bedrijf / 11 jaar ervaring' and a 4.9 / ~808-review score, but these are DriveYOU BRAND aggregates shared across DriveYOU city profiles (the DriveYOU Rotterdam Trustoo profile shows the near-identical 806 reviews), not this individual franchisee; KvK/companyinfo founding date is paywalled, so founding_year left null. CBR exams in last 12 months = 5 (low individual volume), consistent with a small/new franchise outlet. Brand site claims 4.9/5 with 2.500+ Klantenvertellen reviews (brand-wide, not this school).",no,open,nearby,moderate,mixed,76,positive,openai,high,"Students describe a calm, patient instructor (Christian Westelaken at this Vlijmen/Den Bosch location), clear explanations, flexible lesson planning and many passing first time; the reviews are positive but most are pooled under the national DriveYOU brand profile rather than this specific franchise, and a stray negative warns of feeling 'like a number' and a low pass rate.",rustige en geduldige instructeurs; duidelijke uitleg; lessen op eigen tempo; fijne en leerzame sfeer; goede communicatie; flexibel plannen; vertrouwen opbouwen; snelle regeling van lessen/proefles,gevoel een nummertje te zijn; kritiek op laag slagingspercentage,"klantenvertellen and Trustoo profiles are brand/network-wide (2,500+ / 808 reviews spanning DriveYOU franchises across the whole of NL: Heerenveen, Amsterdam, Leeuwarden, Venlo, Heerhugowaard, etc.), so most reviews are NOT about this Vlijmen/Den Bosch location; only a handful of reviews map specifically to this location / instructor Christian Westelaken; many short generic one-liners (Het was Top, Goed) typical of solicited post-pass reviews; brand-level pass rate cited as low (~39%) on rijschoolspecialist, and one explicit negative review there",no,yes,14,1.047,12.6
